AdvantEdge -  TechEdge © 2026 - Polsat Media
Analysis:,Time
Time:,"26 August 2026, 11:54:31"
Period:,2024-01-01 - 2026-08-24,[24-27]
Targets:,"Poland OOH	Nat[Live +2 OOH]	A16-59	58,443%	-	19695053	4619"
------------------------------------

,,,Units,Target,Universe
,,,TRP (avgW),ATV,Share
,,,A16-59,A16-59,A16-59
Channel,Date,Time,Nat[Live +2 OOH],Nat[Live +2 OOH],Nat[Live +2 OOH]
TV PULS,2024-03-28,24:45:00,"0,541","0,081","6,699"
TV PULS,2024-03-28,25:00:00,"0,485","0,073","6,828"
TV PULS,2024-03-28,25:15:00,"0,494","0,074","7,531"
TV PULS,2024-03-28,25:30:00,"0,458","0,069","7,444"
TV PULS,2024-03-28,25:45:00,"0,375","0,056","6,986"
TV PULS,2024-03-29,02:00:00,"0,246","0,037","5,141"
TV PULS,2024-03-29,02:15:00,"0,175","0,026","4,349"
TV PULS,2024-03-29,02:30:00,"0,064","0,010","1,863"
TV PULS,2024-03-29,02:45:00,"0,061","0,009","2,282"
TV PULS,2024-03-29,03:00:00,"0,060","0,009","2,528"
TV PULS,2024-03-29,03:15:00,"0,055","0,008","2,551"
TV PULS,2024-03-29,03:30:00,"0,061","0,009","2,976"
TV PULS,2024-03-29,03:45:00,"0,056","0,008","2,746"
TV PULS,2024-03-29,04:00:00,"0,099","0,015","4,826"
TV PULS,2024-03-29,04:15:00,"0,108","0,016","5,423"
TV PULS,2024-03-29,04:30:00,"0,108","0,016","6,089"
TV PULS,2024-03-29,04:45:00,"0,060","0,009","3,515"
TV PULS,2024-03-29,05:00:00,"0,024","0,004","1,312"
TV PULS,2024-03-29,05:15:00,"0,041","0,006","1,984"
TV PULS,2024-03-29,05:30:00,"0,031","0,005","1,214"
TV PULS,2024-03-29,05:45:00,"0,093","0,014","2,832"
TV PULS,2024-03-29,06:00:00,"0,134","0,020","3,216"
TV PULS,2024-03-29,06:15:00,"0,151","0,023","3,134"
TV PULS,2024-03-29,06:30:00,"0,242","0,036","4,310"
TV PULS,2024-03-29,06:45:00,"0,221","0,033","3,470"
TV PULS,2024-03-29,07:00:00,"0,213","0,032","3,031"
TV PULS,2024-03-29,07:15:00,"0,160","0,024","2,123"
TV PULS,2024-03-29,07:30:00,"0,207","0,031","2,525"
TV PULS,2024-03-29,07:45:00,"0,240","0,036","2,598"
TV PULS,2024-03-29,08:00:00,"0,287","0,043","2,898"
TV PULS,2024-03-29,08:15:00,"0,232","0,035","2,178"
TV PULS,2024-03-29,08:30:00,"0,224","0,034","2,025"
TV PULS,2024-03-29,08:45:00,"0,278","0,042","2,366"
TV PULS,2024-03-29,09:00:00,"0,209","0,031","1,779"
TV PULS,2024-03-29,09:15:00,"0,208","0,031","1,736"
TV PULS,2024-03-29,09:30:00,"0,245","0,037","2,033"
TV PULS,2024-03-29,09:45:00,"0,429","0,064","3,468"
TV PULS,2024-03-29,10:00:00,"0,282","0,042","2,231"
TV PULS,2024-03-29,10:15:00,"0,373","0,056","2,886"
TV PULS,2024-03-29,10:30:00,"0,499","0,075","3,884"
TV PULS,2024-03-29,10:45:00,"0,441","0,066","3,503"
TV PULS,2024-03-29,11:00:00,"0,372","0,056","3,098"
TV PULS,2024-03-29,11:15:00,"0,423","0,064","3,622"
TV PULS,2024-03-29,11:30:00,"0,390","0,059","3,177"
TV PULS,2024-03-29,11:45:00,"0,356","0,053","2,751"
TV PULS,2024-03-29,12:00:00,"0,167","0,025","1,308"
TV PULS,2024-03-29,12:15:00,"0,086","0,013","0,669"
TV PULS,2024-03-29,12:30:00,"0,078","0,012","0,618"
TV PULS,2024-03-29,12:45:00,"0,127","0,019","0,981"
TV PULS,2024-03-29,13:00:00,"0,218","0,033","1,710"
TV PULS,2024-03-29,13:15:00,"0,250","0,038","1,918"
TV PULS,2024-03-29,13:30:00,"0,236","0,035","1,781"
TV PULS,2024-03-29,13:45:00,"0,156","0,023","1,175"
TV PULS,2024-03-29,14:00:00,"0,166","0,025","1,227"
TV PULS,2024-03-29,14:15:00,"0,224","0,034","1,639"
TV PULS,2024-03-29,14:30:00,"0,274","0,041","1,954"
TV PULS,2024-03-29,14:45:00,"0,274","0,041","1,969"
TV PULS,2024-03-29,15:00:00,"0,264","0,040","1,831"
TV PULS,2024-03-29,15:15:00,"0,284","0,043","1,928"
TV PULS,2024-03-29,15:30:00,"0,599","0,090","3,839"
TV PULS,2024-03-29,15:45:00,"0,717","0,108","4,466"
TV PULS,2024-03-29,16:00:00,"0,414","0,062","2,493"
TV PULS,2024-03-29,16:15:00,"0,413","0,062","2,464"
TV PULS,2024-03-29,16:30:00,"0,207","0,031","1,200"
TV PULS,2024-03-29,16:45:00,"0,217","0,033","1,258"
TV PULS,2024-03-29,17:00:00,"0,227","0,034","1,223"
TV PULS,2024-03-29,17:15:00,"0,216","0,032","1,137"
TV PULS,2024-03-29,17:30:00,"0,234","0,035","1,222"
TV PULS,2024-03-29,17:45:00,"0,424","0,064","2,137"
TV PULS,2024-03-29,18:00:00,"0,542","0,081","2,639"
TV PULS,2024-03-29,18:15:00,"0,588","0,088","2,709"
TV PULS,2024-03-29,18:30:00,"0,644","0,097","2,843"
TV PULS,2024-03-29,18:45:00,"0,656","0,098","2,645"
TV PULS,2024-03-29,19:00:00,"0,757","0,114","2,817"
TV PULS,2024-03-29,19:15:00,"1,034","0,155","3,764"
TV PULS,2024-03-29,19:30:00,"1,157","0,173","4,171"
TV PULS,2024-03-29,19:45:00,"1,240","0,186","4,425"
TV PULS,2024-03-29,20:00:00,"1,133","0,170","3,879"
TV PULS,2024-03-29,20:15:00,"1,408","0,211","4,717"
TV PULS,2024-03-29,20:30:00,"1,299","0,195","4,277"
TV PULS,2024-03-29,20:45:00,"1,550","0,233","5,079"
TV PULS,2024-03-29,21:00:00,"1,379","0,207","4,432"
TV PULS,2024-03-29,21:15:00,"1,102","0,165","3,576"
TV PULS,2024-03-29,21:30:00,"1,124","0,169","3,660"
TV PULS,2024-03-29,21:45:00,"1,005","0,151","3,281"
TV PULS,2024-03-29,22:00:00,"0,906","0,136","3,010"
TV PULS,2024-03-29,22:15:00,"0,928","0,139","3,244"
TV PULS,2024-03-29,22:30:00,"0,937","0,141","3,623"
TV PULS,2024-03-29,22:45:00,"0,838","0,126","3,569"
TV PULS,2024-03-29,23:00:00,"0,818","0,123","3,785"
TV PULS,2024-03-29,23:15:00,"0,701","0,105","3,716"
TV PULS,2024-03-29,23:30:00,"0,488","0,073","2,853"
TV PULS,2024-03-29,23:45:00,"0,352","0,053","2,352"
TV PULS,2024-03-29,24:00:00,"0,295","0,044","2,187"
TV PULS,2024-03-29,24:15:00,"0,227","0,034","1,854"
TV PULS,2024-03-29,24:30:00,"0,238","0,036","2,200"
TV PULS,2024-03-29,24:45:00,"0,238","0,036","2,467"
TV PULS,2024-03-29,25:00:00,"0,261","0,039","2,965"
TV PULS,2024-03-29,25:15:00,"0,248","0,037","3,251"
TV PULS,2024-03-29,25:30:00,"0,261","0,039","3,849"
TV PULS,2024-03-29,25:45:00,"0,237","0,036","3,879"
TV PULS,2024-03-30,02:00:00,"0,095","0,014","1,819"
TV PULS,2024-03-30,02:15:00,"0,067","0,010","1,463"
TV PULS,2024-03-30,02:30:00,"0,059","0,009","1,472"
TV PULS,2024-03-30,02:45:00,"0,055","0,008","1,515"
TV PULS,2024-03-30,03:00:00,"0,068","0,010","2,308"
TV PULS,2024-03-30,03:15:00,"0,088","0,013","3,054"
TV PULS,2024-03-30,03:30:00,"0,074","0,011","2,880"
TV PULS,2024-03-30,03:45:00,"0,089","0,013","3,162"
TV PULS,2024-03-30,04:00:00,"0,062","0,009","2,478"
TV PULS,2024-03-30,04:15:00,"0,049","0,007","2,319"
TV PULS,2024-03-30,04:30:00,"0,050","0,007","2,593"
TV PULS,2024-03-30,04:45:00,"0,049","0,007","2,985"
TV PULS,2024-03-30,05:00:00,"0,046","0,007","2,781"
TV PULS,2024-03-30,05:15:00,"0,024","0,004","1,300"
TV PULS,2024-03-30,05:30:00,"0,031","0,005","1,546"
TV PULS,2024-03-30,05:45:00,"0,061","0,009","2,575"
TV PULS,2024-03-30,06:00:00,"0,151","0,023","5,261"
TV PULS,2024-03-30,06:15:00,"0,169","0,025","4,352"
TV PULS,2024-03-30,06:30:00,"0,170","0,026","3,471"
TV PULS,2024-03-30,06:45:00,"0,162","0,024","2,959"
TV PULS,2024-03-30,07:00:00,"0,200","0,030","2,756"
TV PULS,2024-03-30,07:15:00,"0,196","0,029","2,272"
TV PULS,2024-03-30,07:30:00,"0,254","0,038","2,715"
TV PULS,2024-03-30,07:45:00,"0,289","0,043","2,796"
TV PULS,2024-03-30,08:00:00,"0,362","0,054","3,090"
TV PULS,2024-03-30,08:15:00,"0,345","0,052","2,608"
TV PULS,2024-03-30,08:30:00,"0,334","0,050","2,385"
TV PULS,2024-03-30,08:45:00,"0,458","0,069","3,181"
TV PULS,2024-03-30,09:00:00,"0,440","0,066","2,953"
TV PULS,2024-03-30,09:15:00,"0,381","0,057","2,435"
TV PULS,2024-03-30,09:30:00,"0,214","0,032","1,356"
TV PULS,2024-03-30,09:45:00,"0,286","0,043","1,788"
TV PULS,2024-03-30,10:00:00,"0,281","0,042","1,749"
TV PULS,2024-03-30,10:15:00,"0,330","0,050","1,995"
TV PULS,2024-03-30,10:30:00,"0,386","0,058","2,300"
TV PULS,2024-03-30,10:45:00,"0,335","0,050","2,028"
TV PULS,2024-03-30,11:00:00,"0,297","0,045","1,834"
TV PULS,2024-03-30,11:15:00,"0,494","0,074","3,270"
TV PULS,2024-03-30,11:30:00,"0,592","0,089","3,934"
TV PULS,2024-03-30,11:45:00,"0,715","0,107","4,721"
TV PULS,2024-03-30,12:00:00,"0,815","0,122","5,203"
TV PULS,2024-03-30,12:15:00,"0,709","0,106","4,522"
TV PULS,2024-03-30,12:30:00,"0,653","0,098","4,018"
TV PULS,2024-03-30,12:45:00,"0,768","0,115","4,537"
TV PULS,2024-03-30,13:00:00,"0,682","0,102","3,966"
TV PULS,2024-03-30,13:15:00,"0,809","0,121","4,663"
TV PULS,2024-03-30,13:30:00,"0,883","0,133","5,051"
TV PULS,2024-03-30,13:45:00,"1,126","0,169","6,092"
TV PULS,2024-03-30,14:00:00,"1,182","0,177","6,134"
TV PULS,2024-03-30,14:15:00,"1,174","0,176","6,205"
TV PULS,2024-03-30,14:30:00,"1,200","0,180","6,082"
TV PULS,2024-03-30,14:45:00,"1,168","0,175","5,854"
TV PULS,2024-03-30,15:00:00,"0,910","0,136","4,471"
TV PULS,2024-03-30,15:15:00,"1,098","0,165","5,374"
TV PULS,2024-03-30,15:30:00,"1,227","0,184","5,978"
TV PULS,2024-03-30,15:45:00,"1,166","0,175","5,647"
TV PULS,2024-03-30,16:00:00,"0,984","0,148","4,621"
TV PULS,2024-03-30,16:15:00,"1,118","0,168","5,322"
TV PULS,2024-03-30,16:30:00,"1,056","0,158","5,025"
TV PULS,2024-03-30,16:45:00,"1,125","0,169","5,208"
TV PULS,2024-03-30,17:00:00,"1,247","0,187","5,693"
TV PULS,2024-03-30,17:15:00,"1,266","0,190","5,790"
TV PULS,2024-03-30,17:30:00,"1,171","0,176","5,172"
TV PULS,2024-03-30,17:45:00,"1,074","0,161","4,602"
TV PULS,2024-03-30,18:00:00,"1,359","0,204","5,531"
TV PULS,2024-03-30,18:15:00,"1,490","0,224","5,930"
TV PULS,2024-03-30,18:30:00,"1,857","0,279","7,106"
TV PULS,2024-03-30,18:45:00,"2,105","0,316","7,413"
TV PULS,2024-03-30,19:00:00,"1,929","0,289","6,421"
TV PULS,2024-03-30,19:15:00,"1,713","0,257","5,664"
TV PULS,2024-03-30,19:30:00,"2,285","0,343","7,420"
TV PULS,2024-03-30,19:45:00,"2,453","0,368","7,892"
TV PULS,2024-03-30,20:00:00,"1,976","0,296","6,231"
TV PULS,2024-03-30,20:15:00,"2,139","0,321","6,630"
TV PULS,2024-03-30,20:30:00,"1,863","0,279","5,761"
TV PULS,2024-03-30,20:45:00,"2,171","0,326","6,736"
TV PULS,2024-03-30,21:00:00,"1,572","0,236","4,856"
TV PULS,2024-03-30,21:15:00,"1,804","0,271","5,584"
TV PULS,2024-03-30,21:30:00,"2,079","0,312","6,451"
TV PULS,2024-03-30,21:45:00,"1,768","0,265","5,824"
TV PULS,2024-03-30,22:00:00,"1,364","0,205","4,704"
TV PULS,2024-03-30,22:15:00,"1,203","0,180","4,401"
TV PULS,2024-03-30,22:30:00,"0,780","0,117","3,012"
TV PULS,2024-03-30,22:45:00,"0,981","0,147","4,078"
TV PULS,2024-03-30,23:00:00,"0,780","0,117","3,627"
TV PULS,2024-03-30,23:15:00,"0,762","0,114","3,825"
TV PULS,2024-03-30,23:30:00,"0,773","0,116","4,282"
TV PULS,2024-03-30,23:45:00,"0,896","0,134","5,825"
TV PULS,2024-03-30,24:00:00,"0,608","0,091","4,447"
TV PULS,2024-03-30,24:15:00,"0,507","0,076","4,050"
TV PULS,2024-03-30,24:30:00,"0,319","0,048","2,931"
TV PULS,2024-03-30,24:45:00,"0,462","0,069","5,026"
TV PULS,2024-03-30,25:00:00,"0,431","0,065","5,113"
TV PULS,2024-03-30,25:15:00,"0,474","0,071","6,285"
TV PULS,2024-03-30,25:30:00,"0,424","0,064","6,194"
TV PULS,2024-03-30,25:45:00,"0,398","0,060","6,512"
TV PULS,2024-03-31,02:00:00,"0,358","0,054","6,988"
TV PULS,2024-03-31,02:15:00,"0,358","0,054","6,988"
TV PULS,2024-03-31,02:30:00,"0,358","0,054","6,988"
TV PULS,2024-03-31,02:45:00,"0,358","0,054","6,988"
TV PULS,2024-03-31,03:00:00,"0,374","0,056","7,124"
TV PULS,2024-03-31,03:15:00,"0,358","0,054","7,612"
TV PULS,2024-03-31,03:30:00,"0,348","0,052","8,118"
TV PULS,2024-03-31,03:45:00,"0,195","0,029","4,855"
TV PULS,2024-03-31,04:00:00,"0,178","0,027","4,684"
TV PULS,2024-03-31,04:15:00,"0,145","0,022","4,163"
TV PULS,2024-03-31,04:30:00,"0,126","0,019","4,126"
TV PULS,2024-03-31,04:45:00,"0,168","0,025","5,940"
TV PULS,2024-03-31,05:00:00,"0,149","0,022","5,527"
TV PULS,2024-03-31,05:15:00,"0,124","0,019","5,014"
TV PULS,2024-03-31,05:30:00,"0,106","0,016","4,827"
TV PULS,2024-03-31,05:45:00,"0,076","0,011","3,284"
TV PULS,2024-03-31,06:00:00,"0,078","0,012","3,079"
TV PULS,2024-03-31,06:15:00,"0,120","0,018","4,529"
TV PULS,2024-03-31,06:30:00,"0,112","0,017","3,651"
TV PULS,2024-03-31,06:45:00,"0,129","0,019","3,613"
TV PULS,2024-03-31,07:00:00,"0,309","0,046","6,680"
TV PULS,2024-03-31,07:15:00,"0,412","0,062","7,644"
TV PULS,2024-03-31,07:30:00,"0,438","0,066","6,765"
TV PULS,2024-03-31,07:45:00,"0,582","0,087","7,256"
TV PULS,2024-03-31,08:00:00,"0,624","0,094","6,657"
TV PULS,2024-03-31,08:15:00,"0,536","0,080","5,153"
TV PULS,2024-03-31,08:30:00,"0,620","0,093","5,302"
TV PULS,2024-03-31,08:45:00,"0,642","0,096","4,809"
TV PULS,2024-03-31,09:00:00,"0,765","0,115","5,099"
TV PULS,2024-03-31,09:15:00,"0,816","0,122","4,960"
TV PULS,2024-03-31,09:30:00,"0,947","0,142","5,381"
TV PULS,2024-03-31,09:45:00,"1,338","0,201","7,053"
TV PULS,2024-03-31,10:00:00,"1,159","0,174","5,846"
TV PULS,2024-03-31,10:15:00,"0,851","0,128","4,249"
TV PULS,2024-03-31,10:30:00,"0,751","0,113","3,546"
TV PULS,2024-03-31,10:45:00,"0,888","0,133","4,206"
TV PULS,2024-03-31,11:00:00,"0,883","0,132","4,143"
TV PULS,2024-03-31,11:15:00,"0,701","0,105","3,222"
TV PULS,2024-03-31,11:30:00,"1,124","0,169","5,105"
TV PULS,2024-03-31,11:45:00,"1,343","0,202","5,991"
TV PULS,2024-03-31,12:00:00,"1,181","0,177","5,211"
TV PULS,2024-03-31,12:15:00,"1,360","0,204","6,103"
TV PULS,2024-03-31,12:30:00,"1,588","0,238","6,947"
TV PULS,2024-03-31,12:45:00,"1,606","0,241","6,958"
TV PULS,2024-03-31,13:00:00,"1,426","0,214","6,165"
TV PULS,2024-03-31,13:15:00,"1,573","0,236","6,686"
TV PULS,2024-03-31,13:30:00,"1,146","0,172","4,845"
TV PULS,2024-03-31,13:45:00,"1,562","0,234","6,649"
TV PULS,2024-03-31,14:00:00,"1,258","0,189","5,304"
TV PULS,2024-03-31,14:15:00,"1,315","0,197","5,687"
TV PULS,2024-03-31,14:30:00,"1,441","0,216","6,338"
TV PULS,2024-03-31,14:45:00,"1,612","0,242","7,023"
TV PULS,2024-03-31,15:00:00,"1,519","0,228","6,648"
TV PULS,2024-03-31,15:15:00,"1,838","0,276","8,069"
TV PULS,2024-03-31,15:30:00,"2,107","0,316","9,347"
TV PULS,2024-03-31,15:45:00,"1,251","0,188","5,653"
TV PULS,2024-03-31,16:00:00,"1,055","0,158","4,884"
TV PULS,2024-03-31,16:15:00,"1,085","0,163","4,982"
TV PULS,2024-03-31,16:30:00,"1,063","0,160","4,890"
TV PULS,2024-03-31,16:45:00,"1,289","0,193","5,645"
TV PULS,2024-03-31,17:00:00,"1,427","0,214","6,058"
TV PULS,2024-03-31,17:15:00,"1,518","0,228","6,439"
TV PULS,2024-03-31,17:30:00,"0,820","0,123","3,539"
TV PULS,2024-03-31,17:45:00,"0,838","0,126","3,634"
TV PULS,2024-03-31,18:00:00,"0,962","0,144","4,207"
TV PULS,2024-03-31,18:15:00,"0,786","0,118","3,368"
TV PULS,2024-03-31,18:30:00,"0,903","0,135","3,780"
TV PULS,2024-03-31,18:45:00,"1,016","0,152","3,891"
TV PULS,2024-03-31,19:00:00,"1,159","0,174","4,112"
TV PULS,2024-03-31,19:15:00,"1,036","0,155","3,595"
TV PULS,2024-03-31,19:30:00,"1,230","0,185","4,120"
TV PULS,2024-03-31,19:45:00,"1,463","0,219","4,732"
TV PULS,2024-03-31,20:00:00,"1,507","0,226","4,646"
TV PULS,2024-03-31,20:15:00,"1,843","0,276","5,465"
TV PULS,2024-03-31,20:30:00,"2,102","0,315","5,916"
TV PULS,2024-03-31,20:45:00,"2,462","0,369","6,916"
TV PULS,2024-03-31,21:00:00,"2,050","0,308","5,739"
TV PULS,2024-03-31,21:15:00,"2,552","0,383","7,094"
TV PULS,2024-03-31,21:30:00,"2,525","0,379","6,997"
TV PULS,2024-03-31,21:45:00,"2,758","0,414","7,678"
TV PULS,2024-03-31,22:00:00,"2,891","0,434","7,926"
TV PULS,2024-03-31,22:15:00,"2,641","0,396","7,942"
TV PULS,2024-03-31,22:30:00,"2,362","0,354","7,630"
TV PULS,2024-03-31,22:45:00,"2,203","0,330","7,595"
TV PULS,2024-03-31,23:00:00,"2,027","0,304","7,877"
TV PULS,2024-03-31,23:15:00,"1,891","0,284","8,163"
TV PULS,2024-03-31,23:30:00,"1,460","0,219","6,936"
TV PULS,2024-03-31,23:45:00,"1,517","0,228","8,430"
TV PULS,2024-03-31,24:00:00,"1,448","0,217","8,773"
TV PULS,2024-03-31,24:15:00,"1,235","0,185","8,412"
TV PULS,2024-03-31,24:30:00,"0,833","0,125","6,598"
TV PULS,2024-03-31,24:45:00,"0,601","0,090","5,314"
TV PULS,2024-03-31,25:00:00,"0,654","0,098","6,309"
TV PULS,2024-03-31,25:15:00,"0,758","0,114","8,003"
TV PULS,2024-03-31,25:30:00,"0,673","0,101","7,955"
TV PULS,2024-03-31,25:45:00,"0,610","0,091","8,672"
TV PULS,2024-04-01,02:00:00,"0,471","0,071","7,320"
TV PULS,2024-04-01,02:15:00,"0,450","0,067","7,724"
TV PULS,2024-04-01,02:30:00,"0,330","0,049","6,541"
TV PULS,2024-04-01,02:45:00,"0,100","0,015","2,093"
TV PULS,2024-04-01,03:00:00,"0,098","0,015","2,434"
TV PULS,2024-04-01,03:15:00,"0,060","0,009","1,726"
TV PULS,2024-04-01,03:30:00,"0,043","0,006","1,304"
TV PULS,2024-04-01,03:45:00,"0,035","0,005","1,176"
TV PULS,2024-04-01,04:00:00,"0,031","0,005","1,147"
TV PULS,2024-04-01,04:15:00,"0,045","0,007","1,713"
TV PULS,2024-04-01,04:30:00,"0,050","0,008","2,112"
TV PULS,2024-04-01,04:45:00,"0,095","0,014","4,229"
TV PULS,2024-04-01,05:00:00,"0,048","0,007","2,165"
TV PULS,2024-04-01,05:15:00,"0,012","0,002","0,570"
TV PULS,2024-04-01,05:30:00,"0,064","0,010","3,089"
TV PULS,2024-04-01,05:45:00,"0,112","0,017","5,382"
TV PULS,2024-04-01,06:00:00,"0,144","0,022","5,549"
TV PULS,2024-04-01,06:15:00,"0,152","0,023","5,219"
TV PULS,2024-04-01,06:30:00,"0,134","0,020","4,209"
TV PULS,2024-04-01,06:45:00,"0,170","0,025","4,440"
TV PULS,2024-04-01,07:00:00,"0,293","0,044","5,982"
TV PULS,2024-04-01,07:15:00,"0,307","0,046","5,311"
TV PULS,2024-04-01,07:30:00,"0,352","0,053","5,149"
TV PULS,2024-04-01,07:45:00,"0,447","0,067","5,934"
TV PULS,2024-04-01,08:00:00,"0,515","0,077","5,659"
TV PULS,2024-04-01,08:15:00,"0,571","0,086","5,233"
TV PULS,2024-04-01,08:30:00,"0,585","0,088","4,842"
TV PULS,2024-04-01,08:45:00,"0,656","0,098","4,628"
TV PULS,2024-04-01,09:00:00,"0,839","0,126","5,282"
TV PULS,2024-04-01,09:15:00,"0,695","0,104","3,847"
TV PULS,2024-04-01,09:30:00,"0,806","0,121","4,137"
TV PULS,2024-04-01,09:45:00,"0,974","0,146","4,599"
TV PULS,2024-04-01,10:00:00,"0,902","0,135","4,021"
TV PULS,2024-04-01,10:15:00,"1,004","0,151","4,316"
TV PULS,2024-04-01,10:30:00,"1,176","0,176","4,887"
TV PULS,2024-04-01,10:45:00,"1,097","0,165","4,606"
TV PULS,2024-04-01,11:00:00,"1,183","0,177","4,986"
TV PULS,2024-04-01,11:15:00,"1,331","0,200","5,586"
TV PULS,2024-04-01,11:30:00,"0,856","0,128","3,611"
TV PULS,2024-04-01,11:45:00,"0,833","0,125","3,629"
TV PULS,2024-04-01,12:00:00,"0,793","0,119","3,366"
TV PULS,2024-04-01,12:15:00,"0,799","0,120","3,392"
TV PULS,2024-04-01,12:30:00,"0,943","0,141","3,973"
TV PULS,2024-04-01,12:45:00,"1,031","0,155","4,261"
TV PULS,2024-04-01,13:00:00,"1,080","0,162","4,500"
TV PULS,2024-04-01,13:15:00,"1,027","0,154","4,228"
TV PULS,2024-04-01,13:30:00,"0,999","0,150","4,252"
TV PULS,2024-04-01,13:45:00,"0,893","0,134","3,837"
TV PULS,2024-04-01,14:00:00,"1,062","0,159","4,565"
TV PULS,2024-04-01,14:15:00,"0,935","0,140","4,045"
TV PULS,2024-04-01,14:30:00,"0,992","0,149","4,244"
TV PULS,2024-04-01,14:45:00,"1,111","0,167","4,684"
TV PULS,2024-04-01,15:00:00,"1,085","0,163","4,495"
TV PULS,2024-04-01,15:15:00,"1,090","0,164","4,524"
TV PULS,2024-04-01,15:30:00,"1,219","0,183","5,067"
TV PULS,2024-04-01,15:45:00,"1,035","0,155","4,271"
TV PULS,2024-04-01,16:00:00,"0,950","0,142","3,857"
TV PULS,2024-04-01,16:15:00,"0,944","0,142","3,972"
TV PULS,2024-04-01,16:30:00,"1,191","0,179","5,021"
TV PULS,2024-04-01,16:45:00,"1,256","0,188","5,068"
TV PULS,2024-04-01,17:00:00,"1,090","0,163","4,223"
TV PULS,2024-04-01,17:15:00,"1,017","0,153","3,946"
TV PULS,2024-04-01,17:30:00,"1,656","0,248","6,092"
TV PULS,2024-04-01,17:45:00,"1,320","0,198","4,704"
TV PULS,2024-04-01,18:00:00,"1,255","0,188","4,453"
TV PULS,2024-04-01,18:15:00,"1,349","0,202","4,790"
TV PULS,2024-04-01,18:30:00,"1,559","0,234","5,390"
TV PULS,2024-04-01,18:45:00,"1,689","0,253","5,542"
TV PULS,2024-04-01,19:00:00,"1,610","0,242","5,021"
TV PULS,2024-04-01,19:15:00,"1,581","0,237","4,834"
TV PULS,2024-04-01,19:30:00,"2,229","0,334","6,548"
TV PULS,2024-04-01,19:45:00,"2,218","0,333","6,492"
TV PULS,2024-04-01,20:00:00,"1,702","0,255","4,774"
TV PULS,2024-04-01,20:15:00,"1,968","0,295","5,352"
TV PULS,2024-04-01,20:30:00,"2,271","0,341","6,060"
TV PULS,2024-04-01,20:45:00,"2,185","0,328","5,879"
TV PULS,2024-04-01,21:00:00,"2,183","0,327","5,969"
TV PULS,2024-04-01,21:15:00,"2,075","0,311","5,754"
TV PULS,2024-04-01,21:30:00,"2,525","0,379","7,035"
TV PULS,2024-04-01,21:45:00,"2,645","0,397","7,562"
TV PULS,2024-04-01,22:00:00,"2,673","0,401","8,267"
TV PULS,2024-04-01,22:15:00,"1,837","0,276","6,451"
TV PULS,2024-04-01,22:30:00,"1,402","0,210","5,280"
TV PULS,2024-04-01,22:45:00,"1,611","0,242","6,606"
TV PULS,2024-04-01,23:00:00,"1,698","0,255","7,957"
TV PULS,2024-04-01,23:15:00,"1,395","0,209","7,206"
TV PULS,2024-04-01,23:30:00,"1,139","0,171","6,656"
TV PULS,2024-04-01,23:45:00,"1,190","0,179","8,033"
TV PULS,2024-04-01,24:00:00,"1,109","0,166","8,907"
TV PULS,2024-04-01,24:15:00,"0,587","0,088","5,334"
TV PULS,2024-04-01,24:30:00,"0,462","0,069","4,814"
TV PULS,2024-04-01,24:45:00,"0,443","0,066","5,228"
TV PULS,2024-04-01,25:00:00,"0,373","0,056","5,378"
TV PULS,2024-04-01,25:15:00,"0,259","0,039","4,342"
TV PULS,2024-04-01,25:30:00,"0,254","0,038","4,877"
TV PULS,2024-04-01,25:45:00,"0,239","0,036","5,159"
TV PULS,2024-04-02,02:00:00,"0,162","0,024","3,576"
TV PULS,2024-04-02,02:15:00,"0,106","0,016","2,604"
TV PULS,2024-04-02,02:30:00,"0,184","0,028","5,216"
TV PULS,2024-04-02,02:45:00,"0,257","0,039","8,588"
TV PULS,2024-04-02,03:00:00,"0,091","0,014","3,409"
TV PULS,2024-04-02,03:15:00,"0,075","0,011","2,870"
TV PULS,2024-04-02,03:30:00,"0,075","0,011","3,035"
TV PULS,2024-04-02,03:45:00,"0,090","0,013","4,062"
TV PULS,2024-04-02,04:00:00,"0,091","0,014","4,059"
TV PULS,2024-04-02,04:15:00,"0,119","0,018","5,459"
TV PULS,2024-04-02,04:30:00,"0,084","0,013","3,854"
TV PULS,2024-04-02,04:45:00,"0,059","0,009","2,874"
TV PULS,2024-04-02,05:00:00,"0,046","0,007","2,455"
TV PULS,2024-04-02,05:15:00,"0,060","0,009","2,979"
TV PULS,2024-04-02,05:30:00,"0,086","0,013","4,072"
TV PULS,2024-04-02,05:45:00,"0,115","0,017","4,775"
TV PULS,2024-04-02,06:00:00,"0,132","0,020","4,150"
TV PULS,2024-04-02,06:15:00,"0,147","0,022","4,152"
TV PULS,2024-04-02,06:30:00,"0,130","0,019","3,269"
TV PULS,2024-04-02,06:45:00,"0,155","0,023","3,501"
TV PULS,2024-04-02,07:00:00,"0,160","0,024","3,057"
TV PULS,2024-04-02,07:15:00,"0,120","0,018","2,094"
TV PULS,2024-04-02,07:30:00,"0,127","0,019","2,013"
TV PULS,2024-04-02,07:45:00,"0,138","0,021","2,046"
TV PULS,2024-04-02,08:00:00,"0,109","0,016","1,366"
TV PULS,2024-04-02,08:15:00,"0,192","0,029","2,203"
TV PULS,2024-04-02,08:30:00,"0,303","0,045","3,155"
TV PULS,2024-04-02,08:45:00,"0,363","0,055","3,568"
